PEILDATUM;BRIN_NUMMER;VESTIGINGSNUMMER;INSTELLINGSNAAM_VESTIGING;POSTCODE_VESTIGING;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;SOORT_PO;DENOMINATIE_VESTIGING;BEVOEGD_GEZAG_NUMMER;AFSTAND;LEERLINGEN
20201001;13UL;00;Apollo;7904LG;HOOGEVEEN;118;Hoogeveen;Drenthe;Bo;Openbaar;42557;294,79754601227;163
20201001;13UO;00;OBS De Noorderbreedte;9645PK;VEENDAM;47;Veendam;Groningen;Bo;Openbaar;41780;1305,33333333333;159
20201001;13UP;00;Basisschool de Folefinne;9021CT;EASTERWIERRUM;1900;Sudwest-Fryslan;Friesland;Bo;Openbaar;41856;0;31
20201001;13UR;00;Meester G. Propschool;7242AA;LOCHEM;262;Lochem;Gelderland;Bo;Openbaar;42561;1171,90946502058;243
20201001;13UW;00;Basisschool de Striepe;8474CE;OLDEHOLTPADE;98;Weststellingwerf;Friesland;Bo;Openbaar;41631;1781,73493975904;83
20201001;13UX;00;Obs Piet Hein;1182GM;AMSTELVEEN;362;Amstelveen;Noord-Holland;Bo;Openbaar;41580;2016,13734567901;648
20201001;13VC;00;OBS de Huet;7006DG;DOETINCHEM;222;Doetinchem;Gelderland;Bo;Openbaar;41371;727,967479674797;123
20201001;13VG;00;Het Anker;3274CD;HEINENOORD;1963;Hoeksche Waard;Zuid-Holland;Bo;Openbaar;41444;284,094594594595;74
20201001;13VH;00;Pro Rege;1065JX;AMSTERDAM;363;Amsterdam;Noord-Holland;Bo;Protestants-Christelijk;81316;1837,20569620253;636
20201001;13VI;00;Het Stroomdal;8032CG;ZWOLLE;193;Zwolle;Overijssel;Bo;Protestants-Christelijk;40934;757,833333333333;126
20201001;13VN;00;De Trompetvogel;3435EP;NIEUWEGEIN;356;Nieuwegein;Utrecht;Bo;Protestants-Christelijk;41528;884,886274509804;255
20201001;13VQ;00;"Christelijke BS ""Melodie""";2287BS;RIJSWIJK ZH;603;Rijswijk;Zuid-Holland;Bo;Protestants-Christelijk;20281;876,880733944954;220
20201001;13VR;00;Basisschool Wilhelmina;7462AA;RIJSSEN;1742;Rijssen-Holten;Overijssel;Bo;Protestants-Christelijk;77196;1399,62254901961;207
20201001;13VS;00;De Rietakker;3732AN;DE BILT;310;De Bilt;Utrecht;Bo;Protestants-Christelijk;41794;1125,00956937799;210
20201001;13VY;00;Basisschool Emmaschool;8331CC;STEENWIJK;1708;Steenwijkerland;Overijssel;Bo;Openbaar;41816;256,758620689655;29
20201001;13WB;00;Bs De Twee Wieken;3334EH;ZWIJNDRECHT;642;Zwijndrecht;Zuid-Holland;Bo;Openbaar;42709;1045,82222222222;316
20201001;13WC;00;Basisschool de Ravelinde;3218XA;HEENVLIET;1930;Nissewaard;Zuid-Holland;Bo;Openbaar;41570;557,698795180723;166
20201001;13WE;00;OBS Gildeschool;8161HG;EPE;232;Epe;Gelderland;Bo;Openbaar;41345;2387,32352941176;204
20201001;13WI;00;OBS St@mperius;4475AL;WILHELMINADORP;664;Goes;Zeeland;Bo;Openbaar;41582;1411,37777777778;45
20201001;13WM;00;Jeroen;2524CK;'S-GRAVENHAGE;518;'s-Gravenhage;Zuid-Holland;Bo;Rooms-Katholiek;20281;591,368571428571;353
20201001;13WQ;00;Basisschool het Baken;3206HK;SPIJKENISSE;1930;Nissewaard;Zuid-Holland;Bo;Protestants-Christelijk;45917;355,094972067039;179
20201001;13WR;00;Bs De Kleine Wereld;6533KG;NIJMEGEN;268;Nijmegen;Gelderland;Bo;Rooms-Katholiek;47100;762,251497005988;167
20201001;13WS;00;Mgr Bekkersschool;2624VH;DELFT;503;Delft;Zuid-Holland;Bo;Rooms-Katholiek;40928;199,618181818182;110
20201001;13WU;00;De Regenboog;1107NE;AMSTERDAM;363;Amsterdam;Noord-Holland;Bo;Rooms-Katholiek;41023;1424,03555555556;225
20201001;13WV;00;De Springplank;1132BR;VOLENDAM;385;Edam-Volendam;Noord-Holland;Bo;Rooms-Katholiek;72853;122,88785046729;214
20201001;13WW;00;KC Westerbreedte;5224BD;'S-HERTOGENBOSCH;796;'s-Hertogenbosch;Noord-Brabant;Bo;Rooms-Katholiek;74049;527,595375722543;346
20201001;13WX;00;Johannesschool;1069RK;AMSTERDAM;363;Amsterdam;Noord-Holland;Bo;Protestants-Christelijk;81316;818,990521327014;211
20201001;13WZ;00;Rehobothschool;8266BK;KAMPEN;166;Kampen;Overijssel;Bo;Protestants-Christelijk;41125;1037,97633136095;170
20201001;13XA;00;Bs met de Bijbel Huinen;3882TJ;PUTTEN;273;Putten;Gelderland;Bo;Reformatorisch;40862;2655,90196078431;102
20201001;13XE;00;Nieuw Buinen 75;9521AA;NIEUW-BUINEN;1681;Borger-Odoorn;Drenthe;Bo;Openbaar;42554;2425,07575757576;66
20201001;13XF;00;De Kluft;1782DA;DEN HELDER;400;Den Helder;Noord-Holland;Bo;Openbaar;41858;1826,86296296296;270
20201001;13XG;00;OBS Het Startblok;2402GS;ALPHEN AAN DEN RIJN;484;Alphen aan den Rijn;Zuid-Holland;Bo;Openbaar;28601;783,537037037037;162
20201001;13XH;00;Obs Meester Eeuwout;3231XS;BRIELLE;501;Brielle;Zuid-Holland;Bo;Openbaar;41570;886,57003257329;308
20201001;13XI;00;Het Ruimteschip;9602EN;HOOGEZAND;1952;Midden-Groningen;Groningen;Bo;Openbaar;42761;457,371794871795;234
20201001;13XJ;00;Obs 't Vierspan;1613EV;GROOTEBROEK;532;Stede Broec;Noord-Holland;Bo;Openbaar;13662;912,94476744186;344
20201001;13XL;00;Meander, locatie JP Waale;4206ZM;GORINCHEM;512;Gorinchem;Zuid-Holland;Bo;Openbaar;41386;1435,63265306122;490
20201001;13XM;00;OBS Het Palet;9315PA;RODERWOLDE;1699;Noordenveld;Drenthe;Bo;Openbaar;11711;1559,3829787234;47
20201001;13XN;00;Basisschool De Waayer;4007TP;TIEL;281;Tiel;Gelderland;Bo;Openbaar;41876;1209,34246575342;219
20201001;13XP;00;De Kameleon;6882DP;VELP GLD;275;Rheden;Gelderland;Bo;Openbaar;41617;706,776119402985;134
20201001;13XQ;00;Montessori Schiedam;3117LD;SCHIEDAM;606;Schiedam;Zuid-Holland;Bo;Openbaar;41567;1114,38277511962;209
20201001;13XS;00;Het Letterveld;7603TK;ALMELO;141;Almelo;Overijssel;Bo;Openbaar;41522;1788,7316017316;232
20201001;13XU;00;BS Kindcentrum Noord;9933KH;DELFZIJL;10;Delfzijl;Groningen;Bo;Openbaar;41574;586,064220183486;218
20201001;13XW;00;Het Hoeltien, loc. Oostenbrink;7913AT;HOLLANDSCHEVELD;118;Hoogeveen;Drenthe;Bo;Openbaar;42557;314,909836065574;122
20201001;13XW;01;Het Hoeltien, loc. Vogelvlucht;7916RE;ELIM;118;Hoogeveen;Drenthe;Bo;Openbaar;42557;196,77358490566;53
20201001;13XW;02;Het Hoeltien, Loc Tiendeveen;7936PB;TIENDEVEEN;118;Hoogeveen;Drenthe;Bo;Openbaar;42557;79,90625;32
20201001;13XX;00;SWS De Gavelander;9828RC;OOSTWOLD WESTERKWARTIER;1969;Westerkwartier;Groningen;Bo;Openbaar;41571;1778,01612903226;62
20201001;13YA;00;Basisschool de Pikeloer;8637VJ;WIUWERT;1900;Sudwest-Fryslan;Friesland;Bo;Openbaar;41856;125,928571428571;28
20201001;13YD;00;Vl. Dagsch. Erasmus;3131WN;VLAARDINGEN;622;Vlaardingen;Zuid-Holland;Bo;Openbaar;41535;1834,81028938907;312
20201001;13YH;00;Master Frankeskoalle;9264TB;EARNEWALD;737;Tytsjerksteradiel;Friesland;Bo;Openbaar;13839;1909,52727272727;55
20201001;13YI;00;Basisschool Heidepolle;8471VM;WOLVEGA;98;Weststellingwerf;Friesland;Bo;Openbaar;41631;237,814814814815;189
20201001;13YL;00;Freinetsch Delft Opb Bso;2613LE;DELFT;503;Delft;Zuid-Holland;Bo;Openbaar;41441;904,498938428875;471
20201001;13YM;00;OBS de Hobbitstee;5653JM;EINDHOVEN;772;Eindhoven;Noord-Brabant;Bo;Openbaar;41248;1164,46666666667;180
20201001;13YO;00;De Botter;2986JA;RIDDERKERK;597;Ridderkerk;Zuid-Holland;Bo;Openbaar;42709;1380,43689320388;310
20201001;13YQ;00;Basissch de Plattenburg;7006SM;DOETINCHEM;222;Doetinchem;Gelderland;Bo;Openbaar;41371;289,284;251
20201001;13YR;00;WereldKidz Tweesprong;3607CH;MAARSSEN;1904;Stichtse Vecht;Utrecht;Bo;Openbaar;41496;2040,61566484517;549
20201001;13YT;00;Burg van Bommelschool;3274LV;HEINENOORD;1963;Hoeksche Waard;Zuid-Holland;Bo;Openbaar;41444;1158,88679245283;53
20201001;13YV;00;De Aquarel;8032GZ;ZWOLLE;193;Zwolle;Overijssel;Bo;Protestants-Christelijk;40934;622,066282420749;347
20201001;13YW;00;RK Bs de Vossenberg;5481HD;SCHIJNDEL;1948;Meierijstad;Noord-Brabant;Bo;Rooms-Katholiek;40874;2617,67479674797;123
20201001;13YX;00;Het Baken;2907BD;CAPELLE AAN DEN IJSSEL;502;Capelle aan den IJssel;Zuid-Holland;Bo;Protestants-Christelijk;43227;394,983146067416;356
20201001;13YZ;00;Da Costaschool v BSO;3072BD;ROTTERDAM;599;Rotterdam;Zuid-Holland;Bo;Protestants-Christelijk;47595;1113,35542168675;167
20201001;13YZ;01;De Nieuwe Haven;3071JJ;ROTTERDAM;599;Rotterdam;Zuid-Holland;Bo;Protestants-Christelijk;47595;564,874015748032;255
20201001;13ZB;00;De Tamarisk;8256BK;BIDDINGHUIZEN;303;Dronten;Flevoland;Bo;Protestants-Christelijk;42600;343,889447236181;199
20201001;13ZE;00;Het Kristal;2286GE;RIJSWIJK ZH;603;Rijswijk;Zuid-Holland;Bo;Protestants-Christelijk;20281;1128,08333333333;219
20201001;13ZF;00;PC Basissch Pr Bernhard;3853BG;ERMELO;233;Ermelo;Gelderland;Bo;Protestants-Christelijk;76819;383,145348837209;172
20201001;13ZG;00;Bs Willem Alexander;7462HN;RIJSSEN;1742;Rijssen-Holten;Overijssel;Bo;Protestants-Christelijk;77196;354,625641025641;195
20201001;13ZJ;00;PC BS Oranje Nassau;2231RT;RIJNSBURG;537;Katwijk;Zuid-Holland;Bo;Protestants-Christelijk;80095;95,3413461538462;208
20201001;13ZL;00;Obs de Riemsloot;8426CT;APPELSCHA;85;Ooststellingwerf;Friesland;Bo;Openbaar;41631;494,559139784946;186
20201001;13ZM;00;OBS Beatrix-school;8332CZ;STEENWIJK;1708;Steenwijkerland;Overijssel;Bo;Openbaar;41816;1108,01775147929;169
20201001;13ZN;00;Pleiaden-School;1973BS;IJMUIDEN;453;Velsen;Noord-Holland;Bo;Openbaar;41375;1055,26394052045;269
20201001;13ZO;00;Obs de Hoorn;3227AR;OUDENHOORN;530;Hellevoetsluis;Zuid-Holland;Bo;Openbaar;41570;123,6875;48
20201001;13ZR;00;Hagenhof-School;9501WD;STADSKANAAL;37;Stadskanaal;Groningen;Bo;Openbaar;41780;2352,84771573604;197
20201001;13ZS;00;Jan Campert;3202VV;SPIJKENISSE;1930;Nissewaard;Zuid-Holland;Bo;Openbaar;41639;1119,97307692308;260
20201001;13ZW;00;BS De Boge;8409JW;HEMRIK;86;Opsterland;Friesland;Bo;Openbaar;41631;1199,91379310345;58
20201001;13ZY;00;De Regenboog;2522GR;'S-GRAVENHAGE;518;'s-Gravenhage;Zuid-Holland;Bo;Rooms-Katholiek;20281;1075,25477707006;643
20201001;14AB;00;Basissch De Wieken;6542KB;NIJMEGEN;268;Nijmegen;Gelderland;Bo;Rooms-Katholiek;47100;593,254901960784;204
20201001;14AD;00;CBS De Regenboog;8312AX;CREIL;171;Noordoostpolder;Flevoland;Bo;Protestants-Christelijk;40662;855,041666666667;48
20201001;14AE;00;KC Het Stadshart;5211GX;'S-HERTOGENBOSCH;796;'s-Hertogenbosch;Noord-Brabant;Bo;Rooms-Katholiek;74049;1662,36363636364;189
20201001;14AG;00;Willem van Oranjeschool;2021CG;HAARLEM;392;Haarlem;Noord-Holland;Bo;Protestants-Christelijk;85255;475,304568527919;197
20201001;14AH;00;BS De Steenenkamer;3882RC;PUTTEN;273;Putten;Gelderland;Bo;Protestants-Christelijk;40862;717,295454545455;44
20201001;14AI;00;Pro Rege Noorderhof;1064CE;AMSTERDAM;363;Amsterdam;Noord-Holland;Bo;Protestants-Christelijk;81316;235,23;100
20201001;14AK;00;SSBO De Watergeus;8232HM;LELYSTAD;995;Lelystad;Flevoland;Sbo;Openbaar;42552;3155,53947368421;76
20201001;14AL;00;OBS De Poolster;9521BC;NIEUW-BUINEN;1681;Borger-Odoorn;Drenthe;Bo;Openbaar;42554;833,465277777778;144
20201001;14AS;00;Baggelhuizenschool;9405HX;ASSEN;106;Assen;Drenthe;Bo;Openbaar;42719;621,093023255814;129
20201001;14AZ;00;Het Kleurrijk;3117WE;SCHIEDAM;606;Schiedam;Zuid-Holland;Bo;Openbaar;41567;494,085889570552;163
20201001;14BB;00;Windhoek;7607PB;ALMELO;141;Almelo;Overijssel;Bo;Openbaar;41522;1711,13076923077;520
20201001;14BC;00;Het Schateiland;2941SE;LEKKERKERK;1931;Krimpenerwaard;Zuid-Holland;Bo;Openbaar;41401;423,75;168
20201001;14BD;00;OBS Jan Ligthart;9934EW;DELFZIJL;10;Delfzijl;Groningen;Bo;Openbaar;41574;1183,65789473684;76
20201001;14BG;00;BS Het Veenpluis;9354XH;ZEVENHUIZEN GN;1969;Westerkwartier;Groningen;Bo;Openbaar;41571;777,681034482759;116
20201001;14BJ;00;BS IT Pertoer;9024ET;WEIDUM;80;Leeuwarden;Friesland;Bo;Openbaar;41856;2004,86666666667;90
20201001;14BL;00;OBS De Vennegotte;7242JA;LOCHEM;262;Lochem;Gelderland;Bo;Openbaar;42561;1103,68361581921;177
20201001;14BO;00;De Optimist;8447BS;HEERENVEEN;74;Heerenveen;Friesland;Bo;Openbaar;41573;751,734265734266;143
20201001;14BP;00;Thrimwalda;9061BK;GYTSJERK;737;Tytsjerksteradiel;Friesland;Bo;Openbaar;41735;35,8421052631579;76
20201001;14BQ;00;Wolvega Zuid;8471LL;WOLVEGA;98;Weststellingwerf;Friesland;Bo;Openbaar;41631;128,75;120
20201001;14BT;00;OBS Cornelis Jetses;5625RA;EINDHOVEN;772;Eindhoven;Noord-Brabant;Bo;Openbaar;41248;401,209183673469;196
20201001;14BV;00;De Noord;2985XB;RIDDERKERK;597;Ridderkerk;Zuid-Holland;Bo;Openbaar;42709;1455,8445229682;284
20201001;14BW;00;OBS De Wyken;8607GM;SNEEK;1900;Sudwest-Fryslan;Friesland;Bo;Openbaar;42546;959,542699724518;363
20201001;14BZ;00;De Boomgaard;3271BA;MIJNSHEERENLAND;1963;Hoeksche Waard;Zuid-Holland;Bo;Openbaar;41444;277,311111111111;227
20201001;14CA;00;sws De Wending;8314AA;BANT;171;Noordoostpolder;Flevoland;Bo;Openbaar;40662;5057,22784810127;79
20201001;14CG;00;Chr SSBO De Vogelveste;8231JV;LELYSTAD;995;Lelystad;Flevoland;Sbo;Protestants-Christelijk;60985;5567,17741935484;62
20201001;14CI;00;Kbs De Boomgaard;4814TZ;BREDA;758;Breda;Noord-Brabant;Bo;Rooms-Katholiek;41407;360,520202020202;594
20201001;14CK;00;SSBO De Sponder;4703JB;ROOSENDAAL;1674;Roosendaal;Noord-Brabant;Sbo;Rooms-Katholiek;74154;6254,62337662338;154
20201001;14CL;00;Waalse School;3031XH;ROTTERDAM;599;Rotterdam;Zuid-Holland;Bo;Protestants-Christelijk;74531;1777,26280623608;449
20201001;14CM;00;PC Basissch Kon Juliana;3853VA;ERMELO;233;Ermelo;Gelderland;Bo;Protestants-Christelijk;76819;589,873096446701;197
20201001;14CR;00;PC Basisschool Juliana;2231TK;RIJNSBURG;537;Katwijk;Zuid-Holland;Bo;Protestants-Christelijk;80095;194,920353982301;226
20201001;14CW;00;De Woldschool;8341PJ;STEENWIJKERWOLD;1708;Steenwijkerland;Overijssel;Bo;Openbaar;41816;1105,33333333333;21
20201001;14CX;00;De Vuurtoren;1975DR;IJMUIDEN;453;Velsen;Noord-Holland;Bo;Openbaar;41375;613,909090909091;77
20201001;14CY;00;OBS Nieuwe Wisselse Sch;8162HJ;EPE;232;Epe;Gelderland;Bo;Openbaar;41345;0;59
20201001;14DF;00;WereldKidz Het Spoor;3701EN;ZEIST;355;Zeist;Utrecht;Bo;Openbaar;41496;1579,05900621118;322
20201001;14DG;00;Willemspark;2514LK;'S-GRAVENHAGE;518;'s-Gravenhage;Zuid-Holland;Bo;Rooms-Katholiek;95694;2040,69709543568;241
20201001;14DI;00;Basisschool Het Octaaf;6544TN;NIJMEGEN;268;Nijmegen;Gelderland;Bo;Rooms-Katholiek;47100;308,8;247
20201001;14DJ;00;Titus Brandsmaschool;2625KX;DELFT;503;Delft;Zuid-Holland;Bo;Rooms-Katholiek;40928;147,612648221344;253
20201001;14DK;00;BS De Triangel;6271DA;GULPEN;1729;Gulpen-Wittem;Limburg;Bo;Rooms-Katholiek;41506;1990,24528301887;265
20201001;14DL;00;CBS Het Lichtschip;8307AN;ENS;171;Noordoostpolder;Flevoland;Bo;Protestants-Christelijk;40662;832,910714285714;113
20201001;14DN;00;Basisschool De Boog;5641AC;EINDHOVEN;772;Eindhoven;Noord-Brabant;Bo;Protestants-Christelijk;40378;471,271812080537;298
20201001;14DO;00;Koningin Emmaschool;2025CS;HAARLEM;392;Haarlem;Noord-Holland;Bo;Protestants-Christelijk;85255;444,388412017167;466
20201001;14DP;00;Atlantis;1069WK;AMSTERDAM;363;Amsterdam;Noord-Holland;Bo;Protestants-Christelijk;81316;646,496855345912;159
20201001;14DS;00;De Dijk;1785SX;DEN HELDER;400;Den Helder;Noord-Holland;Bo;Openbaar;41858;238,007843137255;256
20201001;14DU;00;Hobbitburcht;2403PH;ALPHEN AAN DEN RIJN;484;Alphen aan den Rijn;Zuid-Holland;Bo;Openbaar;28601;524,860824742268;194
20201001;14DW;00;Nico Bulderschool;9602LN;HOOGEZAND;1952;Midden-Groningen;Groningen;Bo;Openbaar;42761;1044,63716814159;115
20201001;14DZ;00;OBS Klim Op;2903TJ;CAPELLE AAN DEN IJSSEL;502;Capelle aan den IJssel;Zuid-Holland;Bo;Openbaar;41545;737,313953488372;172
20201001;14DZ;01;Bongerd;2906VK;CAPELLE AAN DEN IJSSEL;502;Capelle aan den IJssel;Zuid-Holland;Bo;Openbaar;41545;233,039603960396;101
20201001;14EB;00;De Rheder Enk;6991BA;RHEDEN;275;Rheden;Gelderland;Bo;Openbaar;41617;123,885964912281;228
20201001;14EC;00;Het Startblok;3119GD;SCHIEDAM;606;Schiedam;Zuid-Holland;Bo;Openbaar;41567;2405,58438818565;479
20201001;14EG;00;OBS Tasveld;9934LN;DELFZIJL;10;Delfzijl;Groningen;Bo;Openbaar;41574;731,36036036036;111
20201001;14EJ;00;Finlandia;3028HH;ROTTERDAM;599;Rotterdam;Zuid-Holland;Bo;Openbaar;41775;2359,86206896552;146
20201001;14EK;00;OBS Westerschool;9648AJ;WILDERVANK;47;Veendam;Groningen;Bo;Openbaar;41780;1694,87632508834;283
20201001;14EL;00;i.B.S. IT Bynt;8831XJ;WINSUM FR;1949;Waadhoeke;Friesland;Bo;Openbaar;41856;978,479166666667;96
20201001;14EP;00;V Maasdijkschool;8441CP;HEERENVEEN;74;Heerenveen;Friesland;Bo;Openbaar;41573;1150,16759776536;179
20201001;14EQ;00;IT Kruired;9063JM;MUNEIN;737;Tytsjerksteradiel;Friesland;Bo;Openbaar;41735;551,1;40
20201001;14ER;00;BS Tuindorp;8472CH;WOLVEGA;98;Weststellingwerf;Friesland;Bo;Openbaar;41631;628,265432098765;162
20201001;14ET;00;Mio Mondo;1181NC;AMSTELVEEN;362;Amstelveen;Noord-Holland;Bo;Openbaar;41580;1416,27653631285;358
20201001;14EV;00;OBS De Ontmoeting;5628DP;EINDHOVEN;772;Eindhoven;Noord-Brabant;Bo;Openbaar;41248;530,714285714286;239
20201001;14EW;00;Obs de Wateringe;3222XA;HELLEVOETSLUIS;530;Hellevoetsluis;Zuid-Holland;Bo;Openbaar;41570;1647,63057324841;314
20201001;14EX;00;De Stroming;4335TH;MIDDELBURG;687;Middelburg;Zeeland;Bo;Openbaar;42610;4035,67957746479;284
20201001;14EZ;00;Epemaskoalle;8633KH;YSBRECHTUM;1900;Sudwest-Fryslan;Friesland;Bo;Openbaar;42546;1027,47;100
20201001;14FA;00;Het Driespan;3297BS;PUTTERSHOEK;1963;Hoeksche Waard;Zuid-Holland;Bo;Openbaar;41444;559,104225352113;355
20201001;14FC;00;Vreewijkschool;3075GK;ROTTERDAM;599;Rotterdam;Zuid-Holland;Bo;Protestants-Christelijk;47595;910,448453608247;195
20201001;14FD;00;Het Zuiderlicht;8251VH;DRONTEN;303;Dronten;Flevoland;Bo;Protestants-Christelijk;42600;3759,80869565217;115
20201001;14FE;00;ibs De Klaverhoek;4782AH;MOERDIJK;1709;Moerdijk;Noord-Brabant;Bo;Rooms-Katholiek;41782;1810,08955223881;68
20201001;14FG;00;Basisschool De Lis;3037LB;ROTTERDAM;599;Rotterdam;Zuid-Holland;Bo;Protestants-Christelijk;74531;701,189189189189;74
20201001;14FH;00;PC BS De Klokbeker;3851BL;ERMELO;233;Ermelo;Gelderland;Bo;Protestants-Christelijk;76819;1794,7150997151;351
20201001;14FI;00;Basisschool Johan Friso;7462BN;RIJSSEN;1742;Rijssen-Holten;Overijssel;Bo;Protestants-Christelijk;77196;678,096385542169;166
20201001;14FJ;00;DURV !;1825KA;ALKMAAR;361;Alkmaar;Noord-Holland;Bo;Protestants-Christelijk;40712;1442,27476038339;313
20201001;14FM;00;Chris Het Mozaiek;2613GV;DELFT;503;Delft;Zuid-Holland;Bo;Protestants-Christelijk;83228;1013,57631578947;380
20201001;14FP;00;BS Gen Vd Bosch;8338ST;WILLEMSOORD;1708;Steenwijkerland;Overijssel;Bo;Openbaar;41816;659;85
20201001;14FQ;00;De Vliegende Hollander;1972CC;IJMUIDEN;453;Velsen;Noord-Holland;Bo;Openbaar;41375;719,108695652174;185
20201001;14FR;00;BS De Vlasbloem;3214GA;ZUIDLAND;1930;Nissewaard;Zuid-Holland;Bo;Openbaar;41570;630,210810810811;370
20201001;14FS;00;OPB Hoge Weerdschool;8162XC;EPE;232;Epe;Gelderland;Bo;Openbaar;41345;3263,61111111111;144
20201001;14FU;00;De Piramide;3203BM;SPIJKENISSE;1930;Nissewaard;Zuid-Holland;Bo;Openbaar;41639;2047,28899082569;219
20201001;14FX;00;OBS De Tweemaster;4463SH;GOES;664;Goes;Zeeland;Bo;Openbaar;41582;451,703125;128
20201001;14FY;00;BS De Wjukslach;8404GL;LANGEZWAAG;86;Opsterland;Friesland;Bo;Openbaar;41631;1043,73170731707;123
20201001;14GD;00;Regenboog-School;2623MZ;DELFT;503;Delft;Zuid-Holland;Bo;Rooms-Katholiek;40928;692,92;150
20201001;14GF;00;CBS De Zeester;8316CH;MARKNESSE;171;Noordoostpolder;Flevoland;Bo;Protestants-Christelijk;40662;56,2527472527473;91
20201001;14GK;00;Dr H Bavinckschool;2024EB;HAARLEM;392;Haarlem;Noord-Holland;Bo;Protestants-Christelijk;85255;865,746691871456;529
20201001;14GL;00;De Kinderboom;1021BZ;AMSTERDAM;363;Amsterdam;Noord-Holland;Bo;Protestants-Christelijk;81316;1569,2027972028;150
20201001;14GN;00;De Swetten;9201EE;DRACHTEN;90;Smallingerland;Friesland;Bo;Openbaar;41735;598,603921568627;255
20201001;14GQ;00;W A Scholten-School;9607RJ;FOXHOL;1952;Midden-Groningen;Groningen;Bo;Openbaar;42761;829,320987654321;81
20201001;14GR;00;OBS De Driemaster;9406TH;ASSEN;106;Assen;Drenthe;Bo;Openbaar;42719;229,30612244898;98
20201001;14GU;00;obs De Carrousel;1703GA;HEERHUGOWAARD;398;Heerhugowaard;Noord-Holland;Bo;Openbaar;41364;1246,31835205993;267
20201001;14GV;00;De Lappendeken;6994CN;DE STEEG;275;Rheden;Gelderland;Bo;Openbaar;41617;2031,9203539823;113
20201001;14GW;00;De Taaltuin;3118RW;SCHIEDAM;606;Schiedam;Zuid-Holland;Bo;Openbaar;41567;856,409523809524;210
20201001;14HA;00;Waadwizer;8851EB;TZUMMARUM;1949;Waadhoeke;Friesland;Bo;Openbaar;41693;208,455357142857;112
20201001;14HB;00;Harbour;3024TD;ROTTERDAM;599;Rotterdam;Zuid-Holland;Bo;Openbaar;41775;3377,19230769231;579
20201001;14HC;00;OPB Basisschool;9648KK;WILDERVANK;47;Veendam;Groningen;Bo;Openbaar;41780;1774,33962264151;106
20201001;14HD;00;OBS De Opslach;8731CD;WOMMELS;1900;Sudwest-Fryslan;Friesland;Bo;Openbaar;41856;538,481012658228;79
20201001;14HE;00;Obs de Branink;7245AH;LAREN GLD;262;Lochem;Gelderland;Bo;Openbaar;42561;480,146666666667;225
20201001;14HJ;00;OBS de Opstap;9062GE;OENTSJERK;737;Tytsjerksteradiel;Friesland;Bo;Openbaar;41735;832,850746268657;67
20201001;14HK;00;Dorpsschool;8471DN;WOLVEGA;98;Weststellingwerf;Friesland;Bo;Openbaar;41631;522,272727272727;78
20201001;14HM;00;Kindercampus King;1183EZ;AMSTELVEEN;362;Amstelveen;Noord-Holland;Bo;Openbaar;41580;607,784246575342;292
20201001;14HO;00;OBS de Klapwiek;5627GM;EINDHOVEN;772;Eindhoven;Noord-Brabant;Bo;Openbaar;41248;429,085808580858;303
20201001;14HR;00;Piramide;2981AJ;RIDDERKERK;597;Ridderkerk;Zuid-Holland;Bo;Openbaar;42709;2348,74254742547;369
20201001;14HS;00;Obs Het Roessink;7422MZ;DEVENTER;150;Deventer;Overijssel;Bo;Openbaar;41862;715,88125;160
20201001;14HT;00;o.b.s. De Carrousel;8302CN;EMMELOORD;171;Noordoostpolder;Flevoland;Bo;Openbaar;40662;1353,33870967742;62
20201001;14HU;00;Joh Bogermanschool v Bso;3074TN;ROTTERDAM;599;Rotterdam;Zuid-Holland;Bo;Protestants-Christelijk;47595;356,112107623318;223
20201001;14HV;00;Het Kompas;8252GJ;DRONTEN;303;Dronten;Flevoland;Bo;Protestants-Christelijk;42600;4890,2206405694;281
20201001;14HY;00;Arent Basisschool;3061KZ;ROTTERDAM;599;Rotterdam;Zuid-Holland;Bo;Protestants-Christelijk;74531;649,239193083573;347
20201001;14HZ;00;PC Basisschool Margriet;3851EJ;ERMELO;233;Ermelo;Gelderland;Bo;Protestants-Christelijk;76819;627,993630573248;157
20201001;14IA;00;Basisschool Constantyn;7462LX;RIJSSEN;1742;Rijssen-Holten;Overijssel;Bo;Protestants-Christelijk;77196;295,582568807339;218
20201001;14IK;00;OBS De SamenSprong;8331MZ;STEENWIJK;1708;Steenwijkerland;Overijssel;Bo;Openbaar;41816;1496,39784946237;93
20201001;14IM;00;Meester Neuteboomschool;9502CR;STADSKANAAL;37;Stadskanaal;Groningen;Bo;Openbaar;41780;16254,3444444444;184
20201001;14IP;00;OBS Theo Thijssen;4384PA;VLISSINGEN;718;Vlissingen;Zeeland;Bo;Openbaar;42610;1033,17874396135;414
20201001;14IS;00;BS de Flecht;8408JA;LIPPENHUIZEN;86;Opsterland;Friesland;Bo;Openbaar;41631;513,024390243902;82
20201001;14IW;00;Basisschool de Akker;6533BL;NIJMEGEN;268;Nijmegen;Gelderland;Bo;Rooms-Katholiek;47100;437,757333333333;378
20201001;14IX;00;De Bonte Pael;2622EE;DELFT;503;Delft;Zuid-Holland;Bo;Rooms-Katholiek;40928;456,975247524752;202
